cliente_id;idade;genero;uf;data_cadastro
3822;18;F;ES;2021-09-09
3823;60;F;ES;2022-10-07
3824;36;F;PR;2024-01-28
3825;26;M;PR;2021-06-27
3826;44;F;SP;2024-07-12
3827;51;F;RS;2024-03-01
3828;61;M;RS;2024-05-07
3829;21;F;RJ;2025-09-25
3830;53;F;MG;2022-12-21
3831;35;F;SP;2023-12-17
3832;32;F;RJ;2023-06-11
3833;30;F;RS;2022-02-13
3834;36;F;SP;2023-08-12
3835;23;F;SC;2021-09-19
3836;29;;PR;2023-01-12
3837;54;M;PR;2022-10-16
3838;34;F;ES;2022-07-29
3839;40;M;MG;2021-04-28
3840;43;F;MG;2025-02-17
3841;46;F;MG;2023-08-29
3842;50;F;SP;2024-09-06
3843;44;F;SP;2021-11-04
3844;42;M;MG;2022-05-05
3845;27;F;ES;2024-09-06
3846;64;F;RJ;2023-01-27
3847;40;F;SC;2024-10-11
3848;38;F;SP;2022-10-10
3849;38;F;MG;2022-08-31
3850;60;M;PR;2023-01-07
3851;30;;SP;2025-03-24
3852;54;F;RJ;2025-03-30
3853;50;F;SP;2021-01-24
3854;41;F;RJ;2024-04-30
3855;61;M;RJ;2023-01-23
3856;28;F;SP;2023-09-28
3857;34;F;RJ;2021-12-15
3858;21;M;SP;2021-01-25
3859;64;F;SP;2024-11-14
3860;42;F;ES;2025-07-23
3861;47;F;PR;2023-10-12
3862;26;F;SC;2022-08-22
3863;38;F;RJ;2025-11-04
3864;37;F;SP;2023-03-12
3865;36;F;RJ;2023-06-29
3866;36;F;SP;2023-08-17
3867;29;Outro;SC;2025-05-11
3868;54;F;RS;2024-04-28
3869;59;M;SP;2023-11-18
3870;34;F;SP;2022-06-25
3871;54;F;PR;2022-05-06
3872;56;F;RJ;2022-05-03
3873;45;F;PR;2023-03-02
3874;58;F;PR;2021-06-21
3875;52;F;RS;2021-02-07
3876;64;F;RS;2021-10-26
3877;35;F;PR;2024-07-13
3878;31;;PR;2023-11-17
3879;52;F;ES;2022-10-10
3880;61;F;RJ;2023-01-18
3881;58;F;RJ;2025-11-16
3882;24;F;SP;2025-01-15
3883;58;M;RJ;2025-02-01
3884;30;F;SC;2024-01-14
3885;35;F;PR;2023-07-15
3886;54;F;MG;2021-01-13
3887;30;M;RS;2025-05-13
3888;53;F;RJ;2021-09-16
3889;48;F;RS;2023-09-07
3890;19;F;RS;2024-01-29
3891;33;F;MG;2022-09-08
3892;26;F;RS;2024-07-08
3893;26;M;SC;2021-10-05
3894;55;M;ES;2023-08-12
3895;28;F;SP;2023-12-26
3896;39;F;SP;2025-06-13
3897;50;F;SP;2023-03-19
3898;53;F;ES;2025-06-12
3899;62;F;PR;2024-11-02
3900;40;F;RS;2025-03-21
3901;62;;MG;2022-10-18
3902;62;F;RJ;2024-02-15
3903;51;Outro;PR;2023-02-22
3904;26;F;SP;2022-05-14
3905;41;F;SP;2021-07-24
3906;25;F;RS;2022-08-10
3907;24;M;PR;2024-01-09
3908;53;F;MG;2023-11-08
3909;35;M;PR;2025-10-19
3910;20;M;ES;2022-09-06
3911;45;M;SP;2023-09-27
3912;23;M;MG;2022-10-06
3913;61;M;RS;2023-04-01
3914;61;M;RJ;2021-02-27
3915;38;F;RS;2024-02-10
3916;45;M;SP;2022-08-20
3917;57;M;RS;2025-07-10
3918;18;F;PR;2021-11-11
3919;53;Outro;MG;2021-06-11
3920;38;F;SP;2021-11-20
3921;60;F;RJ;2022-12-19
3922;52;F;RJ;2024-09-16
3923;30;F;SC;2022-08-03
3924;27;M;PR;2023-06-18
3925;61;Outro;ES;2023-01-30
3926;64;M;PR;2022-05-17
3927;27;;MG;2021-02-26
3928;63;F;PR;2024-04-03
3929;30;F;MG;2024-04-04
3930;54;F;SC;2021-10-24
3931;55;M;SC;2023-10-25
3932;41;F;SC;2022-02-14
3933;19;;ES;2023-03-18
3934;39;F;SC;2024-02-04
3935;34;;PR;2022-09-12
3936;53;F;RJ;2025-09-02
3937;31;F;MG;2023-02-18
3938;27;M;RS;2023-02-18
3939;52;M;MG;2022-07-20
3940;42;F;RJ;2023-09-25
3941;20;Outro;RS;2021-06-15
3942;64;M;PR;2024-07-01
3943;55;F;ES;2023-02-27
3944;34;F;SP;2022-10-28
3945;29;F;PR;2021-05-08
3946;41;F;SC;2025-02-18
3947;46;M;RS;2021-03-17
3948;60;F;PR;2023-06-06
3949;42;F;MG;2024-05-29
3950;53;F;MG;2023-02-21
3951;43;F;ES;2022-03-10
3952;55;F;SC;2022-09-27
3953;18;F;RS;2025-04-10
3954;37;F;ES;2025-01-02
3955;45;F;ES;2024-12-29
3956;33;;RJ;2025-06-30
3957;64;F;RS;2025-06-30
3958;34;F;SP;2022-09-07
3959;57;F;SP;2023-09-13
3960;45;F;RS;2022-06-10
3961;29;F;SC;2024-03-02
3962;44;M;ES;2022-03-17
3963;59;F;MG;2025-04-07
3964;64;;SP;2022-08-10
3965;47;F;RS;2022-01-26
3966;58;M;RS;2021-09-01
3967;51;M;PR;2023-02-07
3968;54;F;RJ;2024-03-15
3969;23;F;MG;2022-02-19
3970;24;F;RJ;2022-03-03
3971;49;F;PR;2024-05-20
3972;49;M;SP;2021-09-06
3973;42;F;RJ;2023-11-25
3974;50;F;SC;2023-04-19
3975;24;M;RJ;2021-09-10
3976;29;;RJ;2023-05-12
3977;33;F;RS;2025-12-01
3978;33;M;PR;2023-03-30
3979;60;F;RS;2023-05-12
3980;53;M;MG;2024-08-02
3981;30;M;RS;2025-09-13
3982;24;M;MG;2021-07-29
3983;53;F;PR;2021-04-20
3984;64;F;RS;2021-11-26
3985;26;F;RJ;2021-05-22
3986;49;F;RJ;2022-11-07
3987;28;F;ES;2021-03-28
3988;25;M;SC;2021-05-20
3989;50;F;SP;2024-09-17
3990;40;F;SP;2022-11-05
3991;42;M;MG;2021-01-26
3992;25;M;PR;2022-10-08
3993;62;F;RJ;2025-07-09
3994;39;F;RS;2025-09-13
3995;21;Outro;SC;2023-06-30
3996;57;M;SP;2021-12-28
3997;20;F;PR;2025-08-10
3998;46;F;PR;2021-12-26
3999;58;F;RJ;2024-05-23
4000;46;M;SC;2023-09-23
4001;51;F;PR;2021-03-18
4002;51;F;SP;2021-04-05
4003;45;F;ES;2023-08-15
4004;30;M;SP;2023-09-24
4005;32;F;SC;2021-08-06
4006;40;F;ES;2022-01-03
4007;61;;RS;2021-02-21
4008;43;F;RS;2024-07-21
4009;21;F;PR;2025-01-07
4010;43;M;SP;2022-11-18
4011;57;F;RJ;2023-04-05
4012;26;M;SC;2021-02-02
4013;22;F;PR;2023-05-22
4014;49;F;RJ;2024-12-10
4015;37;Outro;ES;2022-10-06
4016;28;F;RS;2022-03-01
4017;32;M;MG;2023-02-26
4018;49;F;MG;2023-10-28
4019;45;F;ES;2022-05-10
4020;39;M;MG;2023-01-09
4021;58;F;SC;2023-02-06
4022;34;F;PR;2025-11-07
4023;43;F;PR;2024-10-09
4024;61;F;SC;2022-11-27
4025;24;M;SP;2021-07-18
4026;59;M;PR;2022-12-16
4027;43;M;RS;2022-03-11
4028;42;M;MG;2024-03-05
4029;27;F;RS;2021-10-15
4030;62;F;SC;2025-08-09
4031;36;M;RJ;2022-12-20
4032;28;F;SP;2022-07-21
4033;30;F;RJ;2023-03-22
4034;25;Outro;RS;2022-02-12
4035;57;F;MG;2023-07-06
4036;21;F;RS;2023-06-29
4037;64;F;RJ;2025-11-21
4038;48;M;MG;2022-12-18
4039;45;F;PR;2023-04-05
4040;28;F;SP;2025-09-24
4041;60;;ES;2024-09-21
4042;18;M;MG;2023-10-23
4043;64;M;SC;2021-07-04
4044;55;F;SC;2022-11-05
4045;41;F;PR;2025-05-04
4046;64;F;SC;2022-08-25
4047;48;F;RJ;2025-01-01
4048;58;F;PR;2023-02-02
4049;63;F;SC;2021-01-22
4050;43;F;RJ;2021-07-31
4051;22;M;RJ;2022-04-22
4052;37;M;RJ;2022-04-11
4053;58;F;SC;2023-09-16
4054;28;F;RJ;2024-06-11
4055;50;F;RS;2021-06-21
4056;55;F;SP;2025-06-15
4057;44;F;SC;2022-11-06
4058;51;F;RJ;2023-03-08
4059;32;M;SP;2025-03-22
4060;49;M;RS;2021-09-01
4061;38;F;ES;2022-02-25
4062;63;M;SP;2022-01-14
4063;22;M;SC;2025-02-05
4064;23;M;SC;2021-12-07
4065;55;F;RJ;2023-08-12
4066;39;F;RS;2022-11-02
4067;35;M;RS;2021-05-03
4068;31;F;RS;2023-05-22
4069;27;M;SC;2022-03-10
4070;63;Outro;ES;2021-07-07
4071;30;M;RS;2023-11-04
4072;48;F;PR;2021-03-11
4073;47;F;SP;2022-10-13
4074;20;M;PR;2024-12-05
4075;47;;ES;2023-04-17
4076;23;F;SP;2022-08-14
4077;46;M;RJ;2021-11-14
4078;25;M;SP;2022-03-13
4079;61;F;RJ;2025-06-04
4080;62;M;MG;2024-03-15
4081;60;F;SP;2025-10-27
4082;61;F;SP;2021-08-15
4083;50;F;PR;2024-11-06
4084;34;M;PR;2021-06-29
4085;28;M;ES;2022-06-20
4086;30;F;RJ;2024-01-28
4087;28;M;SC;2024-11-15
4088;48;M;PR;2021-09-27
4089;45;M;RS;2023-08-04
4090;61;F;ES;2024-01-23
4091;23;F;RJ;2025-01-26
4092;58;F;RJ;2022-10-21
4093;33;M;RJ;2021-10-12
4094;21;F;MG;2023-11-12
4095;52;;RJ;2021-01-02
4096;43;M;ES;2021-04-13
4097;29;M;RJ;2023-11-26
4098;28;M;SC;2021-10-01
4099;54;F;SC;2023-12-11
4100;42;M;RJ;2024-03-12
4101;35;F;ES;2023-06-15
4102;36;M;SP;2025-02-15
4103;40;M;RJ;2021-01-17
4104;55;M;ES;2025-06-01
4105;35;M;PR;2024-07-25
4106;43;F;ES;2025-07-17
4107;23;F;MG;2025-01-01
4108;21;M;PR;2022-03-12
4109;61;F;SC;2024-11-08
4110;46;F;SC;2023-05-08
4111;51;F;SP;2022-11-17
4112;34;F;SP;2024-03-01
4113;60;F;ES;2021-09-20
4114;60;M;ES;2022-01-29
4115;33;F;RJ;2021-07-27
4116;19;F;RS;2023-03-19
4117;51;Outro;RS;2024-06-03
4118;25;F;RJ;2025-09-21
4119;30;F;SC;2022-04-10
4120;59;M;MG;2021-12-24
4121;25;M;RS;2024-03-13
4122;47;F;RJ;2021-12-20
4123;49;;SC;2024-06-28
4124;53;Outro;ES;2022-01-11
4125;64;F;RS;2023-09-16
4126;47;F;ES;2024-06-22
4127;18;M;RJ;2021-01-18
4128;60;F;RS;2025-10-05
4129;56;F;MG;2022-12-17
4130;34;M;SC;2022-04-30
4131;37;F;ES;2023-10-23
4132;41;F;SC;2023-08-08
4133;39;F;MG;2022-01-11
4134;46;M;ES;2023-07-03
4135;39;F;SC;2022-07-20
4136;61;F;MG;2024-04-04
4137;26;F;MG;2023-05-15
4138;54;F;MG;2024-09-14
4139;27;Outro;RJ;2025-08-06
4140;53;Outro;SP;2025-01-11
4141;54;F;SC;2024-01-21
4142;45;M;MG;2025-03-24
4143;45;M;SC;2024-06-29
4144;59;M;MG;2022-09-04
4145;60;F;SC;2023-11-29
4146;38;F;ES;2022-03-12
4147;41;M;SC;2022-10-10
4148;59;F;RS;2021-12-28
4149;57;F;SP;2022-07-16
4150;19;F;ES;2021-03-24
4151;25;;ES;2025-11-25
4152;44;F;MG;2025-09-28
4153;39;F;PR;2023-11-17
4154;54;F;RS;2025-06-01
4155;44;M;SP;2025-11-26
4156;46;F;ES;2021-01-21
4157;20;F;PR;2024-05-26
4158;61;F;PR;2023-12-05
4159;30;F;ES;2023-08-12
4160;62;F;MG;2024-12-01
4161;27;F;RJ;2022-11-25
4162;53;M;ES;2023-03-09
4163;26;F;MG;2022-04-24
4164;44;M;SP;2023-05-13
4165;51;F;MG;2022-10-18
4166;18;F;PR;2025-05-07
4167;49;F;RS;2023-02-02
4168;42;F;RS;2022-09-10
4169;46;F;SP;2022-12-12
4170;24;F;RS;2021-12-03
4171;20;M;SP;2024-03-17
4172;37;F;RJ;2025-06-27
4173;37;F;RJ;2024-12-05
4174;47;F;ES;2025-03-18
4175;52;F;RS;2023-02-07
4176;52;F;MG;2025-05-15
4177;56;F;ES;2023-03-30
4178;44;F;RJ;2022-01-20
4179;43;F;PR;2025-02-14
4180;31;F;RJ;2025-06-15
4181;34;F;MG;2024-01-30
4182;35;F;PR;2024-02-12
4183;62;F;RS;2023-10-18
4184;46;F;ES;2024-07-09
4185;37;F;ES;2024-12-16
4186;44;F;RJ;2023-12-14
4187;35;F;RJ;2024-04-26
4188;21;F;RS;2025-04-12
4189;18;F;SC;2025-11-11
4190;18;F;ES;2022-08-15
4191;43;F;RS;2024-04-28
4192;62;F;ES;2023-04-11
4193;37;M;SP;2025-06-15
4194;40;M;MG;2025-04-20
4195;27;F;SP;2023-12-18
4196;28;M;SP;2022-05-18
4197;58;F;ES;2021-07-08
4198;58;F;SC;2025-11-24
4199;22;;RS;2025-04-21
4200;18;M;RS;2023-05-20
4201;34;;MG;2025-06-16
4202;39;F;ES;2025-05-11
4203;51;F;SP;2022-08-02
4204;62;F;SP;2024-08-29
4205;58;F;RS;2024-04-07
4206;46;F;RS;2023-03-10
4207;21;M;ES;2021-05-11
4208;22;F;RJ;2022-11-09
4209;28;F;RJ;2023-08-07
4210;38;F;ES;2025-05-07
4211;52;F;PR;2021-06-01
4212;29;F;PR;2023-07-11
4213;43;;RJ;2024-02-03
4214;36;F;MG;2024-10-22
4215;62;F;SC;2024-01-21
4216;24;M;SP;2022-12-14
4217;64;;RS;2023-03-16
4218;24;M;MG;2025-10-21
4219;43;M;RS;2022-03-08
4220;57;F;RJ;2025-05-22
4221;22;Outro;ES;2025-09-01
4222;38;F;PR;2024-08-21
4223;31;M;RJ;2021-01-28
4224;21;M;MG;2024-08-04
4225;40;F;MG;2021-12-21
4226;59;F;SC;2025-04-17
4227;37;F;RS;2022-11-09
4228;32;M;RJ;2024-11-28
4229;62;F;SP;2021-05-16
4230;46;M;MG;2023-12-28
4231;25;F;SP;2021-06-03
4232;58;F;SP;2025-01-26
4233;36;M;RS;2021-11-22
4234;56;F;ES;2023-03-27
4235;63;F;RJ;2024-01-25
4236;45;F;RJ;2024-05-05
4237;63;M;SP;2021-04-18
4238;44;;ES;2023-12-06
4239;21;Outro;MG;2024-04-24
4240;32;M;MG;2022-03-30
4241;52;F;RJ;2021-11-19
4242;54;F;RS;2021-10-12
4243;18;F;RS;2024-01-12
4244;20;F;SP;2022-10-12
4245;64;F;ES;2024-09-12
4246;41;F;ES;2023-01-19
4247;44;F;MG;2022-03-25
4248;57;F;MG;2021-11-17
4249;53;M;RS;2024-03-14
4250;51;Outro;PR;2021-10-05
4251;46;F;PR;2022-09-04
4252;41;M;SP;2023-11-04
4253;41;M;PR;2024-07-09
4254;59;F;ES;2022-02-18
4255;21;F;PR;2022-05-09
4256;20;F;RJ;2021-02-16
4257;51;F;RJ;2025-10-27
4258;40;M;SC;2022-10-18
4259;40;Outro;MG;2024-05-04
4260;62;;MG;2024-08-06
4261;22;F;RS;2023-02-08
4262;48;;SP;2022-03-08
4263;58;F;RJ;2025-03-24
4264;23;M;SC;2024-09-09
4265;54;F;SP;2023-08-14
4266;27;F;SP;2024-12-23
4267;57;F;RS;2024-08-09
4268;24;M;PR;2022-01-12
4269;56;F;MG;2025-04-08
4270;55;F;SP;2024-01-13
4271;38;Outro;SP;2025-11-26
4272;37;Outro;MG;2024-10-28
4273;20;F;RS;2023-11-14
4274;39;M;MG;2023-06-28
4275;64;F;RJ;2021-11-21
4276;21;F;MG;2021-11-12
4277;45;F;PR;2025-04-23
4278;29;F;RJ;2021-08-09
4279;55;F;RS;2021-08-02
4280;53;F;SC;2025-02-04
4281;64;F;SP;2023-04-25
4282;58;M;PR;2025-02-23
4283;22;M;PR;2024-01-14
4284;30;F;RJ;2022-01-20
4285;40;F;SP;2023-10-25
4286;47;F;RJ;2025-09-27
4287;54;M;ES;2024-02-12
4288;42;F;ES;2024-05-23
4289;44;F;RJ;2024-09-21
4290;31;F;SP;2023-05-27
4291;64;F;RS;2022-10-15
4292;53;F;SP;2024-04-05
4293;56;Outro;MG;2021-10-14
4294;33;M;RS;2025-02-27
4295;39;F;PR;2022-01-19
4296;38;F;RJ;2023-10-15
4297;38;M;RS;2023-04-27
4298;25;F;PR;2022-06-01
4299;33;F;RS;2021-05-07
4300;48;M;PR;2024-12-27
4301;59;M;ES;2024-01-15
4302;27;F;ES;2025-06-10
4303;49;F;SC;2025-04-09
4304;51;Outro;RS;2023-12-05
4305;26;;RS;2022-09-15
4306;34;M;RJ;2021-10-17
4307;28;;SC;2022-11-28
4308;49;F;RJ;2024-06-12
4309;27;F;SP;2021-06-06
4310;39;F;RJ;2022-02-10
4311;34;F;RS;2025-08-24
4312;21;F;SP;2025-03-09
4313;64;F;SP;2025-10-02
4314;42;M;RJ;2024-02-20
4315;38;M;SP;2024-06-01
4316;54;F;PR;2023-05-27
4317;55;F;SP;2023-11-13
4318;18;F;PR;2021-07-16
4319;42;F;PR;2022-04-24
4320;53;M;PR;2021-10-12
4321;34;F;MG;2025-03-22
4322;58;F;SC;2021-11-04
4323;41;F;RS;2021-12-11
4324;19;M;MG;2025-06-13
4325;57;M;RS;2023-10-18
4326;32;M;RS;2023-09-18
4327;49;F;SP;2022-02-02
4328;56;F;SC;2023-02-24
4329;23;F;RS;2025-01-27
4330;18;F;SC;2023-03-07
4331;64;F;SC;2024-02-13
4332;40;F;RJ;2022-09-28
4333;56;F;SP;2022-03-26
4334;34;F;MG;2023-02-11
4335;51;F;SC;2024-11-28
4336;58;F;RS;2022-11-12
4337;46;;SC;2022-07-02
4338;26;M;RS;2021-08-17
4339;30;F;ES;2025-07-28
4340;23;F;SC;2021-09-01
4341;23;M;SC;2021-03-06
4342;37;F;ES;2024-06-14
4343;20;M;SP;2023-08-04
4344;34;F;MG;2023-10-24
4345;29;Outro;PR;2025-03-04
4346;64;M;MG;2023-11-27
4347;62;M;SP;2025-07-03
4348;18;M;MG;2023-09-29
4349;34;F;ES;2024-06-27
4350;20;F;SC;2021-01-03
4351;43;F;SC;2024-06-12
4352;32;F;PR;2024-12-11
4353;53;F;SP;2023-08-13
4354;49;F;SC;2024-06-28
4355;49;M;SP;2021-05-23
4356;21;F;RJ;2025-11-19
4357;35;F;RS;2023-12-16
4358;36;F;PR;2021-03-02
4359;60;F;RS;2021-03-09
4360;52;F;SP;2021-03-20
4361;57;;MG;2024-09-12
4362;31;F;MG;2022-01-02
4363;50;F;MG;2025-09-28
4364;31;F;MG;2023-08-16
4365;51;F;SP;2025-09-27
4366;21;M;ES;2025-04-08
4367;41;F;PR;2022-06-10
4368;46;F;MG;2022-01-25
4369;36;F;SP;2024-08-05
4370;23;;SC;2022-06-05
4371;50;F;SC;2025-08-03
4372;57;M;SP;2025-11-13
4373;36;F;MG;2021-09-10
4374;18;F;RJ;2025-10-29
4375;22;M;SP;2024-01-24
4376;44;F;PR;2025-09-11
4377;33;F;PR;2021-01-03
4378;23;F;RJ;2022-11-27
4379;57;F;SC;2021-02-15
4380;30;M;SC;2022-10-15
4381;52;F;SP;2022-06-09
4382;36;M;RJ;2025-09-18
4383;29;F;SP;2025-02-14
4384;33;F;SP;2025-06-09
4385;60;M;RJ;2022-02-22
4386;27;F;SC;2023-09-29
4387;42;F;RS;2023-12-03
4388;37;F;ES;2023-06-15
4389;48;F;MG;2025-08-19
4390;21;M;MG;2022-11-27
4391;61;F;MG;2022-07-13
4392;40;F;RJ;2023-07-20
4393;19;M;SP;2024-05-14
4394;39;F;RS;2025-10-12
4395;54;F;RS;2024-07-22
4396;25;F;SP;2022-08-18
4397;24;M;PR;2024-01-26
4398;31;;RS;2024-04-17
4399;20;M;SP;2023-05-17
4400;33;F;SC;2024-03-17
4401;36;F;ES;2022-01-19
4402;35;F;MG;2024-01-01
4403;33;F;RS;2021-08-05
4404;25;;SC;2025-10-11
4405;50;F;SC;2023-04-13
4406;29;F;RS;2023-03-17
4407;28;M;RS;2024-12-27
4408;22;M;ES;2025-07-18
4409;44;F;MG;2025-03-05
4410;29;F;RS;2025-08-19
4411;34;F;RJ;2023-11-23
4412;23;F;ES;2023-02-20
4413;50;F;SC;2021-08-04
4414;22;F;RS;2021-04-11
4415;45;;SP;2022-04-15
4416;31;F;MG;2021-06-29
4417;22;F;PR;2022-10-01
4418;50;F;ES;2024-09-18
4419;58;F;SC;2025-02-20
4420;36;F;RJ;2025-01-23
4421;39;Outro;SC;2022-01-12
4422;22;M;PR;2022-11-12
4423;19;F;RS;2023-03-28
4424;47;M;RS;2024-03-04
4425;64;F;RJ;2025-06-17
4426;56;F;MG;2025-10-23
4427;21;F;ES;2024-12-04
4428;50;M;RJ;2024-03-24
4429;30;F;PR;2021-10-07
4430;37;F;SC;2025-02-11
4431;24;M;PR;2024-05-07
4432;32;F;SP;2023-04-29
4433;40;F;RJ;2023-01-23
4434;31;F;ES;2024-12-11
4435;40;M;ES;2024-01-27
4436;36;F;SC;2021-09-07
4437;46;F;SC;2023-07-03
4438;37;Outro;RS;2024-02-03
4439;46;F;SC;2023-02-12
4440;41;F;SP;2022-10-03
4441;35;M;PR;2021-11-23
4442;27;M;SC;2023-06-09
4443;58;;RS;2025-02-14
4444;25;F;RJ;2023-02-10
4445;43;F;SC;2022-01-12
4446;46;M;PR;2025-08-03
4447;27;M;RJ;2023-11-05
4448;34;F;RJ;2022-11-27
4449;19;F;RJ;2022-04-26
4450;23;F;PR;2023-11-06
4451;22;F;SC;2025-10-23
4452;45;Outro;PR;2022-07-29
4453;58;F;PR;2025-11-12
4454;22;F;MG;2022-04-30
4455;35;F;RS;2024-07-26
4456;43;F;PR;2024-09-18
4457;37;F;SP;2023-07-29
4458;58;M;RS;2021-09-14
4459;44;F;MG;2024-04-23
4460;29;F;RJ;2025-05-31
4461;24;F;SC;2021-01-27
4462;20;M;ES;2023-11-15
4463;27;;SC;2023-12-22
4464;51;F;MG;2025-08-09
4465;42;M;RS;2021-08-21
4466;52;F;MG;2025-01-27
4467;33;F;RS;2021-12-15
4468;19;;RS;2024-08-02
4469;41;F;RJ;2022-02-18
4470;27;F;PR;2025-06-08
4471;55;;PR;2025-09-07
4472;39;M;MG;2022-02-10
4473;43;F;PR;2024-11-05
4474;60;;MG;2024-04-08
4475;56;F;SC;2024-08-06
4476;44;F;ES;2023-08-17
4477;46;F;SC;2022-05-31
4478;64;F;ES;2023-10-07
4479;55;M;RJ;2021-10-14
4480;37;F;SP;2021-11-03
4481;44;F;SP;2022-07-16
4482;58;F;SC;2023-02-21
4483;37;F;PR;2023-10-29
4484;61;F;SP;2021-12-23
4485;36;;ES;2022-08-04
4486;37;F;RJ;2021-05-19
4487;52;F;ES;2025-03-15
4488;64;F;RS;2024-06-25
4489;19;M;MG;2025-04-14
4490;47;F;PR;2024-04-21
4491;51;F;PR;2025-10-15
4492;39;F;SP;2022-02-27
4493;20;F;MG;2022-02-01
4494;23;F;SP;2023-04-12
4495;32;M;RS;2021-11-01
4496;44;Outro;SP;2023-11-09
4497;27;F;SP;2024-11-07
4498;26;M;MG;2021-08-14
4499;50;Outro;SP;2024-06-07
4500;49;Outro;RS;2023-05-01
4501;23;;PR;2025-06-20
4502;58;M;SP;2022-05-10
4503;53;F;MG;2025-02-16
4504;19;F;MG;2022-09-19
4505;46;F;ES;2024-10-14
4506;21;M;SP;2025-09-12
4507;18;F;MG;2024-10-28
4508;36;F;SC;2024-01-07
4509;43;F;SP;2021-11-23
4510;42;M;RJ;2024-07-23
4511;27;M;PR;2024-10-07
4512;32;F;PR;2024-04-20
4513;39;F;SC;2022-05-20
4514;38;M;SP;2022-08-30
4515;39;F;RS;2025-06-10
4516;53;F;PR;2024-11-13
4517;51;F;PR;2022-08-30
4518;47;;RS;2024-09-20
4519;42;F;RJ;2023-10-01
4520;62;F;PR;2025-01-09
4521;45;M;PR;2022-05-24
4522;18;F;MG;2022-10-19
4523;62;F;PR;2024-06-25
4524;21;F;SP;2025-09-13
4525;24;Outro;PR;2024-08-09
4526;26;F;SP;2022-06-15
4527;53;M;PR;2024-03-07
4528;36;;SP;2025-04-29
4529;18;M;PR;2025-10-28
4530;27;M;SC;2024-09-30
4531;53;M;SP;2021-02-06
4532;26;Outro;PR;2021-11-10
4533;62;;RS;2021-08-08
4534;63;;RJ;2022-10-02
4535;59;F;MG;2024-03-12
4536;49;F;MG;2024-11-28
4537;49;F;MG;2025-09-15
4538;23;F;RS;2022-02-08
4539;55;Outro;MG;2025-04-28
4540;34;M;RS;2022-04-24
4541;27;F;RJ;2022-12-23
4542;44;F;SC;2023-07-26
4543;52;F;SC;2025-05-03
4544;38;F;RJ;2023-04-04
4545;42;M;PR;2021-08-08
4546;45;F;RJ;2022-01-02
4547;64;F;MG;2024-05-04
4548;32;F;RS;2023-09-11
4549;21;F;SC;2022-11-15
4550;46;;ES;2025-11-08
4551;26;F;PR;2023-08-27
4552;44;Outro;SP;2025-09-07
4553;43;F;SC;2023-11-22
4554;36;F;MG;2023-10-16
4555;45;F;RS;2025-10-26
4556;34;M;SC;2023-12-14
4557;60;F;RS;2022-02-27
4558;58;F;MG;2025-09-18
4559;59;F;MG;2023-10-01
4560;37;F;SC;2021-08-22
4561;62;F;SC;2023-04-09
4562;57;F;SC;2023-01-13
4563;56;M;RJ;2024-02-08
4564;40;F;SC;2023-09-14
4565;64;F;RS;2023-05-29
4566;49;F;SP;2024-01-29
4567;64;;PR;2025-10-02
4568;50;F;MG;2024-05-19
4569;63;Outro;SC;2023-01-03
4570;22;F;SP;2024-11-27
4571;60;M;ES;2024-03-19
4572;51;F;RS;2022-11-06
4573;57;F;SC;2024-11-18
4574;28;M;RJ;2022-10-17
4575;20;M;MG;2021-09-15
4576;50;M;SP;2024-06-22
4577;28;M;RS;2023-09-29
4578;33;F;SC;2024-03-19
4579;35;F;SP;2022-09-16
4580;47;F;MG;2021-04-09
4581;27;M;SP;2024-02-01
4582;35;F;SP;2025-10-13
4583;55;Outro;RS;2021-01-12
4584;36;F;SC;2024-06-03
4585;53;M;SC;2023-03-24
4586;30;F;RS;2025-01-05
4587;63;F;PR;2024-03-17
4588;20;M;RJ;2021-06-28
4589;27;F;PR;2023-10-28
4590;55;Outro;RJ;2021-06-01
4591;18;M;RJ;2023-04-15
4592;44;F;PR;2022-08-05
4593;63;M;RS;2024-10-08
4594;25;M;MG;2022-07-19
4595;63;F;RS;2025-08-25
4596;59;F;SP;2024-12-11
4597;34;F;ES;2025-06-17
4598;26;M;PR;2025-08-14
4599;23;M;PR;2025-05-13
4600;60;F;MG;2021-07-15
4601;42;F;SP;2021-11-21
4602;56;F;SC;2022-04-27
4603;45;F;RS;2021-07-27
4604;50;M;PR;2023-07-25
4605;54;M;ES;2024-08-19
4606;26;F;SP;2024-08-15
4607;35;M;PR;2023-08-15
4608;38;F;SC;2022-03-02
4609;19;F;PR;2023-12-22
4610;60;F;SC;2024-05-03
4611;55;F;RJ;2022-07-21
4612;57;M;RJ;2024-10-18
4613;53;F;PR;2025-05-04
4614;60;F;MG;2022-09-10
4615;54;F;RJ;2023-08-03
4616;32;F;PR;2024-01-07
4617;45;F;SC;2023-06-06
4618;35;F;SP;2023-07-18
4619;51;Outro;RS;2021-10-11
4620;39;M;SC;2023-12-17
4621;28;F;ES;2022-11-12
4622;30;M;RJ;2022-01-11
4623;21;F;RS;2022-01-11
4624;39;F;RS;2025-10-09
4625;24;F;RS;2023-02-11
4626;60;F;PR;2023-02-27
4627;41;M;RJ;2022-01-08
4628;21;F;SC;2023-05-07
4629;45;M;SC;2025-08-26
4630;32;F;SP;2021-09-01
4631;18;F;MG;2023-02-01
4632;20;M;PR;2023-11-29
4633;31;F;SP;2024-08-25
4634;55;F;ES;2022-09-25
